id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q2522739,President of Trinidad and Tobago,Q754,Q754,,,1976-09-24,,,,President of Trinidad and Tobago
Q30101326,Prime Minister of Trinidad and Tobago,Q754,Q754,,Q1147540,1976-09-24,,,,
Q107861274,"Minister of Agriculture, Land and Fisheries",Q754,Q754,,,,,,,
Q107861240,Minister of Education,Q754,Q754,,,,,,,
Q107861215,Minister of Energy and Energy Industries,Q754,Q754,,,,,,,
Q107861271,Minister of Finance,Q754,Q754,,,,,,,
Q19901428,Minister of Foreign Affairs,Q754,,,,,,,,Minister of Foreign Affairs (Trinidad and Tobago)
Q107861207,Minister of Health,Q754,Q754,,,,,,,
Q107861237,Minister of Housing and Urban Development,Q754,Q754,,,,,,,
Q107861217,Minister of Labour,Q754,Q754,,,,,,,
Q107861256,Minister of National Security,Q754,Q754,,,,,,,
Q107861276,Minister of Planning and Development,Q754,Q754,,,,,,,
Q107861286,Minister of Public Administration and Digital Transformation,Q754,Q754,,,,,,,
Q107861242,Minister of Public Utilities,Q754,Q754,,,,,,,
Q107861249,Minister of Rural Development and Local Government,Q754,Q754,,,,,,,
Q107861269,Minister of Social Development and Family Services,Q754,Q754,,,,,,,
Q107861219,Minister of Sport and Community Development,Q754,Q754,,,,,,,
Q107861235,"Minister of Tourism, Culture and the Arts",Q754,Q754,,,,,,,
Q107861239,Minister of Trade and Industry,Q754,Q754,,,,,,,
Q107861222,Minister of Works and Transport,Q754,Q754,,,,,,,
Q107861253,Minister of Youth Development and National Service,Q754,Q754,,,,,,,
Q107861282,"Minister in the Ministry of Agriculture, Land and Fisheries",Q754,Q754,,,,,,,
Q107861245,Minister in the Ministry of Education,Q754,Q754,,,,,,,
Q107861278,Minister in the Ministry of Finance,Q754,Q754,,,,,,,
Q107861289,Minister in the Ministry of Housing and Urban Development,Q754,Q754,,,,,,,
Q107861252,Minister in the Ministry of Public Administration and Digital Transformation,Q754,Q754,,,,,,,
Q107861224,Minister in the Office of the Attorney General and Minister of Legal Affairs,Q754,Q754,,,,,,,
Q107861214,Minister in the Office of the Prime Minister,Q754,Q754,,,,,,,
Q7241367,President of the Senate of Trinidad and Tobago,,,,,,,,,President of the Senate of Trinidad and Tobago
Q109538297,Speaker of the House of Representatives of Trinidad and Tobago,,,,,,,,,
Q5096805,Chief Justice of Trinidad and Tobago,Q754,,,,,,,,Chief Justice of Trinidad and Tobago
Q21070653,Attorney-General of Trinidad and Tobago,Q754,Q754,,,,,,,Attorney General of Trinidad and Tobago
Q106040759,Chief of Defence Staff,,,,,,,,,Chief of Defence Staff (Trinidad and Tobago)
Q109538419,Governor of the Central Bank of Trinidad and Tobago,Q754,,,,,,,,
