pageid,title
7210816,Colm Imbert
27508441,Keith Rowley
47434857,Paula Gopee-Scoon
49004812,Faris Al-Rawi
49353895,Bridgid Annisette-George
54958751,Pennelope Beckles
55882458,Camille Robinson-Regis
56043233,Ivor Archie
56347228,Paula-Mae Weekes
64556709,Christine Kangaloo
68586850,Ayanna Webster-Roy
68601082,Lisa Morris-Julian
69665754,Shamfa Cudjoe
69900071,Foster Cummings
70150204,Brian Manning (politician)
